,PMID,Eligible,Model,Disease,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
1172,30635558,Yes,Time Series,Influenza illnesses,Improved state-level influenza nowcasting in the United States leveraging Internet-based data and network approaches,"Lu FS, Hattab MW, Clemente CL, Biggerstaff M, Santillana M.",Nat Commun. 2019 Jan 11;10(1):147. doi: 10.1038/s41467-018-08082-0.,Lu FS,Nat Commun,2019,2019/01/13,PMC6329822,,10.1038/s41467-018-08082-0
1173,31568489,Yes,Spatiotemporal,Malaria,Spatiotemporal clustering of malaria in southern-central Ethiopia: A community-based cohort study,"Solomon T, Loha E, Deressa W, Gari T, Lindtjørn B.",PLoS One. 2019 Sep 30;14(9):e0222986. doi: 10.1371/journal.pone.0222986. eCollection 2019.,Solomon T,PLoS One,2019,2019/10/01,PMC6768540,,10.1371/journal.pone.0222986
1174,30958817,Yes,Time Series,Influenza illnesses,Unsupervised extraction of epidemic syndromes from participatory influenza surveillance self-reported symptoms,"Kalimeri K, Delfino M, Cattuto C, Perrotta D, Colizza V, Guerrisi C, Turbelin C, Duggan J, Edmunds J, Obi C, Pebody R, Franco AO, Moreno Y, Meloni S, Koppeschaar C, Kjelsø C, Mexia R, Paolotti D.",PLoS Comput Biol. 2019 Apr 8;15(4):e1006173. doi: 10.1371/journal.pcbi.1006173. eCollection 2019 Apr.,Kalimeri K,PLoS Comput Biol,2019,2019/04/09,PMC6472822,,10.1371/journal.pcbi.1006173
1175,31297469,Yes,Spatiotemporal,MERS,"Stochastic and spatio-temporal analysis of the Middle East Respiratory Syndrome outbreak in South Korea, 2015",Lee H.,Infect Dis Model. 2019 Jun 14;4:227-238. doi: 10.1016/j.idm.2019.06.002. eCollection 2019.,Lee H,Infect Dis Model,2019,2019/07/13,PMC6595052,,10.1016/j.idm.2019.06.002
1176,30881481,Yes,Spatiotemporal,Influenza illnesses,Spatiotemporal Distributions and Dynamics of Human Infections with the A H7N9 Avian Influenza Virus,"Chen Y, Wen Y.",Comput Math Methods Med. 2019 Feb 7;2019:9248246. doi: 10.1155/2019/9248246. eCollection 2019.,Chen Y,Comput Math Methods Med,2019,2019/03/19,PMC6383426,,10.1155/2019/9248246
1177,31433482,Yes,Agent-based,Measles,Forecasted Size of Measles Outbreaks Associated With Vaccination Exemptions for Schoolchildren,"Sinclair DR, Grefenstette JJ, Krauland MG, Galloway DD, Frankeny RJ, Travis C, Burke DS, Roberts MS.",JAMA Netw Open. 2019 Aug 2;2(8):e199768. doi: 10.1001/jamanetworkopen.2019.9768.,Sinclair DR,JAMA Netw Open,2019,2019/08/22,PMC6707017,,10.1001/jamanetworkopen.2019.9768
1178,31698706,Yes,Time Series,Rotavirus,Rotavirus Seasonality: An Application of Singular Spectrum Analysis and Polyharmonic Modeling,"Alsova OK, Loktev VB, Naumova EN.",Int J Environ Res Public Health. 2019 Nov 6;16(22):4309. doi: 10.3390/ijerph16224309.,Alsova OK,Int J Environ Res Public Health,2019,2019/11/09,PMC6888479,,10.3390/ijerph16224309
1179,33192155,Yes,Multiple,Ebola,Modeling outbreak data: Analysis of a 2012 Ebola virus disease epidemic in DRC,"Choi B, Busch S, Kazadi D, Ilunga B, Okitolonda E, Dai Y, Lumpkin R, Saucedo O, KhudaBukhsh WR, Tien J, Yotebieng M, Kenah E, Rempala GA.",Biomath (Sofia). 2019;8(2):1910037. doi: 10.11145/j.biomath.2019.10.037. Epub 2019 Oct 15.,Choi B,Biomath (Sofia),2019,2020/11/16,PMC7665115,NIHMS1063011,10.11145/j.biomath.2019.10.037
1180,30788178,Yes,Compartmental,Influenza illnesses,Modification of the Conventional Influenza Epidemic Models Using Environmental Parameters in Iran,"Naserpor A, Niakan Kalhori SR, Ghazisaeedi M, Azizi R, Hosseini Ravandi M, Sharafie S.",Healthc Inform Res. 2019 Jan;25(1):27-32. doi: 10.4258/hir.2019.25.1.27. Epub 2019 Jan 31.,Naserpor A,Healthc Inform Res,2019,2019/02/22,PMC6372465,,10.4258/hir.2019.25.1.27
1181,31401962,Yes,Compartmental,Henipavirus,What is stirring in the reservoir? Modelling mechanisms of henipavirus circulation in fruit bat hosts,"Glennon EE, Becker DJ, Peel AJ, Garnier R, Suu-Ire RD, Gibson L, Hayman DTS, Wood JLN, Cunningham AA, Plowright RK, Restif O.",Philos Trans R Soc Lond B Biol Sci. 2019 Sep 30;374(1782):20190021. doi: 10.1098/rstb.2019.0021. Epub 2019 Aug 12.,Glennon EE,Philos Trans R Soc Lond B Biol Sci,2019,2019/08/13,PMC6711305,,10.1098/rstb.2019.0021
1182,31454373,Yes,Agent-based,General (theoretical model),Why should we apply ABM for decision analysis for infectious diseases?-An example for dengue interventions,"Miksch F, Jahn B, Espinosa KJ, Chhatwal J, Siebert U, Popper N.",PLoS One. 2019 Aug 27;14(8):e0221564. doi: 10.1371/journal.pone.0221564. eCollection 2019.,Miksch F,PLoS One,2019,2019/08/28,PMC6711507,,10.1371/journal.pone.0221564
1183,31272437,Yes,Spatiotemporal,TB and mycobacteria,Spatial and temporal analysis of tuberculosis in an area of social inequality in Northeast Brazil,"Lima SVMA, Dos Santos AD, Duque AM, de Oliveira Goes MA, da Silva Peixoto MV, da Conceição Araújo D, Ribeiro CJN, Santos MB, de Araújo KCGM, Nunes MAP.",BMC Public Health. 2019 Jul 4;19(1):873. doi: 10.1186/s12889-019-7224-0.,Lima SVMA,BMC Public Health,2019,2019/07/06,PMC6610860,,10.1186/s12889-019-7224-0
1184,30993854,Yes,Time Series,HIV,Early outcomes after implementation of treat all in Rwanda: an interrupted time series study,"Ross J, Sinayobye JD, Yotebieng M, Hoover DR, Shi Q, Ribakare M, Remera E, Bachhuber MA, Murenzi G, Sugira V, Nash D, Anastos K; for Central Africa IeDEA.",J Int AIDS Soc. 2019 Apr;22(4):e25279. doi: 10.1002/jia2.25279.,Ross J,J Int AIDS Soc,2019,2019/04/18,PMC6468264,,10.1002/jia2.25279
1185,31787127,Yes,Spatiotemporal,Influenza illnesses,Predicting influenza-like illness-related emergency department visits by modelling spatio-temporal syndromic surveillance data,"Martin LJ, Dong H, Liu Q, Talbot J, Qiu W, Yasui Y.",Epidemiol Infect. 2019 Dec 2;147:e312. doi: 10.1017/S0950268819001948.,Martin LJ,Epidemiol Infect,2019,2019/12/03,PMC7003624,,10.1017/S0950268819001948
1186,30691092,Yes,Spatiotemporal,Unspecified (super-category),Poisson-Gamma Mixture Spatially Varying Coefficient Modeling of Small-Area Intestinal Parasites Infection,"Osei FB, Stein A, Ofosu A.",Int J Environ Res Public Health. 2019 Jan 26;16(3):339. doi: 10.3390/ijerph16030339.,Osei FB,Int J Environ Res Public Health,2019,2019/01/30,PMC6388120,,10.3390/ijerph16030339
1187,31372502,Yes,Spatiotemporal,Malaria,Geostatistical analysis of Malawi's changing malaria transmission from 2010 to 2017,"Chipeta MG, Giorgi E, Mategula D, Macharia PM, Ligomba C, Munyenyembe A, Chirombo J, Gumbo A, Terlouw DJ, Snow RW, Kayange M.",Wellcome Open Res. 2019 Jul 4;4:57. doi: 10.12688/wellcomeopenres.15193.2. eCollection 2019.,Chipeta MG,Wellcome Open Res,2019,2019/08/06,PMC6662685,,10.12688/wellcomeopenres.15193.2
1188,30713821,Yes,Compartmental,Influenza illnesses,Optimizing influenza vaccine policies for controlling 2009-like pandemics and regular outbreaks,"Chen SI, Wu CY, Wu YH, Hsieh MW.",PeerJ. 2019 Jan 28;7:e6340. doi: 10.7717/peerj.6340. eCollection 2019.,Chen SI,PeerJ,2019,2019/02/05,PMC6354664,,10.7717/peerj.6340
1189,31390430,Yes,Time Series,Leprosy,"Trend analysis of leprosy indicators in a hyperendemic Brazilian state, 2001-2015","Anchieta JJS, Costa LMMD, Campos LC, Vieira MDR, Mota OS, Morais Neto OL, Souza MR, Guimarães RA.",Rev Saude Publica. 2019 Aug 1;53:61. doi: 10.11606/S1518-8787.2019053000752.,Anchieta JJS,Rev Saude Publica,2019,2019/08/08,PMC6666926,,10.11606/S1518-8787.2019053000752
1190,31101079,Yes,Time Series,Mumps,"Time series analysis of mumps and meteorological factors in Beijing, China","Hao Y, Wang RR, Han L, Wang H, Zhang X, Tang QL, Yan L, He J.",BMC Infect Dis. 2019 May 17;19(1):435. doi: 10.1186/s12879-019-4011-6.,Hao Y,BMC Infect Dis,2019,2019/05/19,PMC6525345,,10.1186/s12879-019-4011-6
1191,30804467,Yes,Compartmental,HFMD,Real-Time Forecasting of Hand-Foot-and-Mouth Disease Outbreaks using the Integrating Compartment Model and Assimilation Filtering,"Zhan Z, Dong W, Lu Y, Yang P, Wang Q, Jia P.",Sci Rep. 2019 Feb 25;9(1):2661. doi: 10.1038/s41598-019-38930-y.,Zhan Z,Sci Rep,2019,2019/02/27,PMC6389963,,10.1038/s41598-019-38930-y
1192,31129282,Yes,Spatiotemporal,Crimean Congo HF,A prospective prediction tool for understanding Crimean-Congo haemorrhagic fever dynamics in Turkey,"Ak Ç, Ergönül Ö, Gönen M.",Clin Microbiol Infect. 2020 Jan;26(1):123.e1-123.e7. doi: 10.1016/j.cmi.2019.05.006. Epub 2019 May 24.,Ak Ç,Clin Microbiol Infect,2020,2019/05/27,PMC7129556,,10.1016/j.cmi.2019.05.006
1193,31423136,Yes,Spatiotemporal,TB and mycobacteria,"Spatio-Temporal Analysis of Tuberculosis in Hamadan Province, West of Iran, from 1992 to 2013","Khazaei S, Nematollahi S, Doosti-Irani A, Zahiri A, Mofarrah-Zat A, Ayubi E, Hooshmand E, Jenabi E, Saatchi M.",Tanaffos. 2019 Jan;18(1):18-24.,Khazaei S,Tanaffos,2019,2019/08/20,PMC6690326,,
1194,31213175,Yes,Spatiotemporal,Zika,Inferring who-infected-whom-where in the 2016 Zika outbreak in Singapore-a spatio-temporal model,"Prem K, Lau MSY, Tam CC, Ho MZJ, Ng LC, Cook AR.",J R Soc Interface. 2019 Jun 28;16(155):20180604. doi: 10.1098/rsif.2018.0604. Epub 2019 Jun 19.,Prem K,J R Soc Interface,2019,2019/06/20,PMC6597776,,10.1098/rsif.2018.0604
1195,31278344,Yes,Spatiotemporal,Resistant bacteria,Antibiotic drug-resistance as a complex system driven by socio-economic growth and antibiotic misuse,"Malik B, Bhattacharyya S.",Sci Rep. 2019 Jul 5;9(1):9788. doi: 10.1038/s41598-019-46078-y.,Malik B,Sci Rep,2019,2019/07/07,PMC6611849,,10.1038/s41598-019-46078-y
1196,30650091,Yes,Time Series,Streptococcus,Indirect effect of 7-valent and 13-valent pneumococcal conjugated vaccines on pneumococcal pneumonia hospitalizations in elderly,"Kislaya I, Rodrigues AP, Sousa-Uva M, Gómez V, Gonçalves P, Froes F, Nunes B.",PLoS One. 2019 Jan 16;14(1):e0209428. doi: 10.1371/journal.pone.0209428. eCollection 2019.,Kislaya I,PLoS One,2019,2019/01/17,PMC6334925,,10.1371/journal.pone.0209428
1197,31834896,Yes,Time Series,General (theoretical model),Estimation of temporal covariances in pathogen dynamics using Bayesian multivariate autoregressive models,"Mair C, Nickbakhsh S, Reeve R, McMenamin J, Reynolds A, Gunson RN, Murcia PR, Matthews L.",PLoS Comput Biol. 2019 Dec 13;15(12):e1007492. doi: 10.1371/journal.pcbi.1007492. eCollection 2019 Dec.,Mair C,PLoS Comput Biol,2019,2019/12/14,PMC6934324,,10.1371/journal.pcbi.1007492
1198,31009473,Yes,Spatiotemporal,Typhus,"Temporal, spatial and household dynamics of Typhoid fever in Kasese district, Uganda","Mirembe BB, Mazeri S, Callaby R, Nyakarahuka L, Kankya C, Muwonge A.",PLoS One. 2019 Apr 22;14(4):e0214650. doi: 10.1371/journal.pone.0214650. eCollection 2019.,Mirembe BB,PLoS One,2019,2019/04/23,PMC6476469,,10.1371/journal.pone.0214650
1199,30338588,Yes,Time Series,Influenza illnesses,Excess influenza hospital admissions and costs due to the 2009 H1N1 pandemic in England,"Lau K, Hauck K, Miraldo M.",Health Econ. 2019 Feb;28(2):175-188. doi: 10.1002/hec.3834. Epub 2018 Oct 18.,Lau K,Health Econ,2019,2018/10/20,PMC6491983,,10.1002/hec.3834
1200,31233387,Yes,Spatiotemporal,Scrub typhus,The scrub typhus in mainland China: spatiotemporal expansion and risk prediction underpinned by complex factors,"Yao H, Wang Y, Mi X, Sun Y, Liu K, Li X, Ren X, Geng M, Yang Y, Wang L, Liu W, Fang L.",Emerg Microbes Infect. 2019;8(1):909-919. doi: 10.1080/22221751.2019.1631719.,Yao H,Emerg Microbes Infect,2019,2019/06/25,PMC6598543,,10.1080/22221751.2019.1631719
1201,31439885,Yes,Time Series,Herpes zoster,Elevation of ambient temperature is associated with an increased risk of herpes zoster: a time-series analysis,"Choi YJ, Lim YH, Lee KS, Hong YC.",Sci Rep. 2019 Aug 22;9(1):12254. doi: 10.1038/s41598-019-48673-5.,Choi YJ,Sci Rep,2019,2019/08/24,PMC6706431,,10.1038/s41598-019-48673-5
1202,31062838,Yes,Agent-based,Onchocerciasis,Predictive Value of Ov16 Antibody Prevalence in Different Subpopulations for Elimination of African Onchocerciasis,"Coffeng LE, Stolk WA, Golden A, de Los Santos T, Domingo GJ, de Vlas SJ.",Am J Epidemiol. 2019 Sep 1;188(9):1723-1732. doi: 10.1093/aje/kwz109.,Coffeng LE,Am J Epidemiol,2019,2019/05/08,PMC6735885,,10.1093/aje/kwz109
1203,31727921,Yes,Agent-based,Hepatitis C,Improved Health Outcomes from Hepatitis C Treatment Scale-Up in Spain's Prisons: A Cost-Effectiveness Study,"Dalgic OO, Samur S, Spaulding AC, Llerena S, Cobo C, Ayer T, Roberts MS, Crespo J, Chhatwal J.",Sci Rep. 2019 Nov 14;9(1):16849. doi: 10.1038/s41598-019-52564-0.,Dalgic OO,Sci Rep,2019,2019/11/16,PMC6856347,,10.1038/s41598-019-52564-0
1204,31364529,Yes,Compartmental,HFMD,Transmission dynamics of foot and mouth disease in selected outbreak areas of northwest Ethiopia,"Tadesse B, Molla W, Mengsitu A, Jemberu WT.",Epidemiol Infect. 2019 Jan;147:e189. doi: 10.1017/S0950268819000803.,Tadesse B,Epidemiol Infect,2019,2019/08/01,PMC6518559,,10.1017/S0950268819000803
1205,30851275,Yes,Compartmental,General (theoretical model),Increased infection severity in downstream cities in infectious disease transmission and tourists surveillance analysis,"Zhang N, Zhao P, Li Y.",J Theor Biol. 2019 Jun 7;470:20-29. doi: 10.1016/j.jtbi.2019.03.004. Epub 2019 Mar 6.,Zhang N,J Theor Biol,2019,2019/03/10,PMC7094123,,10.1016/j.jtbi.2019.03.004
1206,31340351,Yes,Spatiotemporal,Streptococcus,Spatial analysis of pneumococcal meningitis in São Paulo in the pre- and post-immunization era,"Oliveira DS, Chiaravalloti Neto F, Mota TS, Araujo DB, Sartori AMC.",Rev Saude Publica. 2019 Jul 18;53:59. doi: 10.11606/S1518-8787.2019053001183.,Oliveira DS,Rev Saude Publica,2019,2019/07/25,PMC6629289,,10.11606/S1518-8787.2019053001183
1207,31846456,Yes,Agent-based,HIV,Large benefits to youth-focused HIV treatment-as-prevention efforts in generalized heterosexual populations: An agent-based simulation model,"Mittler JE, Murphy JT, Stansfield SE, Peebles K, Gottlieb GS, Abernethy NF, Reid MC, Goodreau SM, Herbeck JT.",PLoS Comput Biol. 2019 Dec 17;15(12):e1007561. doi: 10.1371/journal.pcbi.1007561. eCollection 2019 Dec.,Mittler JE,PLoS Comput Biol,2019,2019/12/18,PMC6938382,,10.1371/journal.pcbi.1007561
1208,31887142,Yes,Agent-based,HIV,"Heroin type, injecting behavior, and HIV transmission. A simulation model of HIV incidence and prevalence","Bobashev G, Mars S, Murphy N, Dreisbach C, Zule W, Ciccarone D.",PLoS One. 2019 Dec 30;14(12):e0215042. doi: 10.1371/journal.pone.0215042. eCollection 2019.,Bobashev G,PLoS One,2019,2019/12/31,PMC6936826,,10.1371/journal.pone.0215042
1209,30869008,Yes,Agent-based,HIV,Modelling the epidemiologic impact of achieving UNAIDS fast-track 90-90-90 and 95-95-95 targets in South Africa,"Abuelezam NN, McCormick AW, Surface ED, Fussell T, Freedberg KA, Lipsitch M, Seage GR.",Epidemiol Infect. 2019 Jan;147:e122. doi: 10.1017/S0950268818003497.,Abuelezam NN,Epidemiol Infect,2019,2019/03/15,PMC6452860,NIHMS1515820,10.1017/S0950268818003497
1210,31660883,Yes,Spatiotemporal,Multiple different agents,Bayesian modeling of spatiotemporal patterns of TB-HIV co-infection risk in Kenya,"Otiende V, Achia T, Mwambi H.",BMC Infect Dis. 2019 Oct 28;19(1):902. doi: 10.1186/s12879-019-4540-z.,Otiende V,BMC Infect Dis,2019,2019/10/30,PMC6819548,,10.1186/s12879-019-4540-z
1211,31386651,Yes,Time Series,Influenza illnesses,Bayesian phylodynamics of avian influenza A virus H9N2 in Asia with time-dependent predictors of migration,"Yang J, Müller NF, Bouckaert R, Xu B, Drummond AJ.",PLoS Comput Biol. 2019 Aug 6;15(8):e1007189. doi: 10.1371/journal.pcbi.1007189. eCollection 2019 Aug.,Yang J,PLoS Comput Biol,2019,2019/08/07,PMC6684064,,10.1371/journal.pcbi.1007189
1212,31608405,Yes,Time Series,Dengue,Imported dengue in Spain: a nationwide analysis with predictive time series analyses,"Redondo-Bravo L, Ruiz-Huerta C, Gomez-Barroso D, Sierra-Moros MJ, Benito A, Herrador Z.",J Travel Med. 2019 Dec 23;26(8):taz072. doi: 10.1093/jtm/taz072.,Redondo-Bravo L,J Travel Med,2019,2019/10/15,PMC6927315,,10.1093/jtm/taz072
1213,31777708,Yes,Time Series,Brucellosis,"Time series and trend analysis of brucellosis in Oskou county, East Azerbaijan: 2007-2016","Rafiemanesh H, Alimohamadi Y, Hashemi Aghdam SR, Safarzadeh A, Shokri A, Zemestani A.",Health Promot Perspect. 2019 Oct 24;9(4):285-290. doi: 10.15171/hpp.2019.39. eCollection 2019.,Rafiemanesh H,Health Promot Perspect,2019,2019/11/29,PMC6875555,,10.15171/hpp.2019.39
1214,30922405,Yes,Spatiotemporal,Dengue,Spatiotemporal characteristics and primary influencing factors of typical dengue fever epidemics in China,"Zheng L, Ren HY, Shi RH, Lu L.",Infect Dis Poverty. 2019 Mar 28;8(1):24. doi: 10.1186/s40249-019-0533-9.,Zheng L,Infect Dis Poverty,2019,2019/03/30,PMC6440137,,10.1186/s40249-019-0533-9
1215,31594511,Yes,Spatiotemporal,Rabies/ Lyssavirus,Phylodynamics reveals extinction-recolonization dynamics underpin apparently endemic vampire bat rabies in Costa Rica,"Streicker DG, Fallas González SL, Luconi G, Barrientos RG, Leon B.",Proc Biol Sci. 2019 Oct 9;286(1912):20191527. doi: 10.1098/rspb.2019.1527. Epub 2019 Oct 9.,Streicker DG,Proc Biol Sci,2019,2019/10/10,PMC6790760,,10.1098/rspb.2019.1527
1216,31771674,Yes,Time Series,Rotavirus,Impact assessment of the incorporation of the rotavirus vaccine in the province of San Luis - Argentina,"García Martí S, Augustovski F, Gibbons L, Loggia V, Lepetic A, Gómez JA, Riviere AP.",Epidemiol Infect. 2019 Nov 27;147:e308. doi: 10.1017/S0950268819001936.,García Martí S,Epidemiol Infect,2019,2019/11/28,PMC7003627,,10.1017/S0950268819001936
1217,31144552,Yes,Spatiotemporal,HFRS,"Analyzing hemorrhagic fever with renal syndrome in Hubei Province, China: a space-time cube-based approach","Zhao Y, Ge L, Liu J, Liu H, Yu L, Wang N, Zhou Y, Ding X.",J Int Med Res. 2019 Jul;47(7):3371-3388. doi: 10.1177/0300060519850734. Epub 2019 May 30.,Zhao Y,J Int Med Res,2019,2019/05/31,PMC6683916,,10.1177/0300060519850734
1218,31196004,Yes,Compartmental,HFMD,"The complex transmission seasonality of hand, foot, and mouth disease and its driving factors","Zhao J, Hu X.",BMC Infect Dis. 2019 Jun 13;19(1):521. doi: 10.1186/s12879-019-4153-6.,Zhao J,BMC Infect Dis,2019,2019/06/15,PMC6567494,,10.1186/s12879-019-4153-6
1219,30891185,Yes,Spatiotemporal,General (theoretical model),Modeling spatiotemporal abundance of mobile wildlife in highly variable environments using boosted GAMLSS hurdle models,"Smith A, Hofner B, Lamb JS, Osenkowski J, Allison T, Sadoti G, McWilliams SR, Paton P.",Ecol Evol. 2019 Feb 14;9(5):2346-2364. doi: 10.1002/ece3.4738. eCollection 2019 Mar.,Smith A,Ecol Evol,2019,2019/03/21,PMC6405508,,10.1002/ece3.4738
1220,31443635,Yes,Time Series,Resistant bacteria,Trends in resistant Enterobacteriaceae and Acinetobacter species in hospitalized patients in the United States: 2013-2017,"Gupta V, Ye G, Olesky M, Lawrence K, Murray J, Yu K.",BMC Infect Dis. 2019 Aug 23;19(1):742. doi: 10.1186/s12879-019-4387-3.,Gupta V,BMC Infect Dis,2019,2019/08/25,PMC6708167,,10.1186/s12879-019-4387-3
1221,31287819,Yes,Spatiotemporal,Legionella pneumophila,Environmental surveillance and spatio-temporal analysis of Legionella spp. in a region of northeastern Italy (2002-2017),"Felice A, Franchi M, De Martin S, Vitacolonna N, Iacumin L, Civilini M.",PLoS One. 2019 Jul 9;14(7):e0218687. doi: 10.1371/journal.pone.0218687. eCollection 2019.,Felice A,PLoS One,2019,2019/07/10,PMC6615612,,10.1371/journal.pone.0218687
1222,31518349,Yes,Agent-based,General (theoretical model),"EMULSION: Transparent and flexible multiscale stochastic models in human, animal and plant epidemiology","Picault S, Huang YL, Sicard V, Arnoux S, Beaunée G, Ezanno P.",PLoS Comput Biol. 2019 Sep 13;15(9):e1007342. doi: 10.1371/journal.pcbi.1007342. eCollection 2019 Sep.,Picault S,PLoS Comput Biol,2019,2019/09/14,PMC6760811,,10.1371/journal.pcbi.1007342
1223,30594260,Yes,Time Series,Cholera,Increase in Reported Cholera Cases in Haiti Following Hurricane Matthew: An Interrupted Time Series Model,"Hulland E, Subaiya S, Pierre K, Barthelemy N, Pierre JS, Dismer A, Juin S, Fitter D, Brunkard J.",Am J Trop Med Hyg. 2019 Feb;100(2):368-373. doi: 10.4269/ajtmh.17-0964.,Hulland E,Am J Trop Med Hyg,2019,2018/12/31,PMC6367609,,10.4269/ajtmh.17-0964
1224,31145744,Yes,Spatiotemporal,Vector,"Estimating the impact of city-wide Aedes aegypti population control: An observational study in Iquitos, Peru","Reiner RC Jr, Stoddard ST, Vazquez-Prokopec GM, Astete H, Perkins TA, Sihuincha M, Stancil JD, Smith DL, Kochel TJ, Halsey ES, Kitron U, Morrison AC, Scott TW.",PLoS Negl Trop Dis. 2019 May 30;13(5):e0007255. doi: 10.1371/journal.pntd.0007255. eCollection 2019 May.,Reiner RC Jr,PLoS Negl Trop Dis,2019,2019/05/31,PMC6542505,,10.1371/journal.pntd.0007255
1225,31009460,Yes,Spatiotemporal,Dengue,Spatio-temporal dynamics of dengue in Brazil: Seasonal travelling waves and determinants of regional synchrony,"Churakov M, Villabona-Arenas CJ, Kraemer MUG, Salje H, Cauchemez S.",PLoS Negl Trop Dis. 2019 Apr 22;13(4):e0007012. doi: 10.1371/journal.pntd.0007012. eCollection 2019 Apr.,Churakov M,PLoS Negl Trop Dis,2019,2019/04/23,PMC6497439,,10.1371/journal.pntd.0007012
1226,31336865,Yes,Spatiotemporal,Dengue,"Spatiotemporal Transmission Patterns and Determinants of Dengue Fever: A Case Study of Guangzhou, China","Chen Y, Zhao Z, Li Z, Li W, Li Z, Guo R, Yuan Z.",Int J Environ Res Public Health. 2019 Jul 12;16(14):2486. doi: 10.3390/ijerph16142486.,Chen Y,Int J Environ Res Public Health,2019,2019/07/25,PMC6678723,,10.3390/ijerph16142486
1227,31329645,Yes,Spatiotemporal,Dengue,"Spatial and temporal analysis of dengue infections in Queensland, Australia: Recent trend and perspectives","Akter R, Naish S, Gatton M, Bambrick H, Hu W, Tong S.",PLoS One. 2019 Jul 22;14(7):e0220134. doi: 10.1371/journal.pone.0220134. eCollection 2019.,Akter R,PLoS One,2019,2019/07/23,PMC6645541,,10.1371/journal.pone.0220134
1228,31234380,Yes,Spatiotemporal,Schistomiasis,"Spatiotemporal Heterogeneity in Human Schistosoma japonicum Infection at Village Level in Hubei Province, China","Qiu J, Li R, Xiao Y, Xia J, Zhu H, Niu Y, Huang D, Shao Q, Cui Y, Wang Y.",Int J Environ Res Public Health. 2019 Jun 21;16(12):2198. doi: 10.3390/ijerph16122198.,Qiu J,Int J Environ Res Public Health,2019,2019/06/26,PMC6617067,,10.3390/ijerph16122198
1229,30869007,Yes,Agent-based,Influenza illnesses,Risk of influenza infection with low vaccine effectiveness: the role of avoidance behaviour,"Vilches TN, Jaberi-Douraki M, Moghadas SM.",Epidemiol Infect. 2019 Jan;147:e75. doi: 10.1017/S0950268818003540.,Vilches TN,Epidemiol Infect,2019,2019/03/15,PMC6518843,,10.1017/S0950268818003540
1230,30850598,Yes,Time Series,Dengue,"Inter-annual variation in seasonal dengue epidemics driven by multiple interacting factors in Guangzhou, China","Oidtman RJ, Lai S, Huang Z, Yang J, Siraj AS, Reiner RC Jr, Tatem AJ, Perkins TA, Yu H.",Nat Commun. 2019 Mar 8;10(1):1148. doi: 10.1038/s41467-019-09035-x.,Oidtman RJ,Nat Commun,2019,2019/03/10,PMC6408462,,10.1038/s41467-019-09035-x
1231,31142311,Yes,Spatiotemporal,General (theoretical model),What can urban mobility data reveal about the spatial distribution of infection in a single city?,"Moss R, Naghizade E, Tomko M, Geard N.",BMC Public Health. 2019 May 29;19(1):656. doi: 10.1186/s12889-019-6968-x.,Moss R,BMC Public Health,2019,2019/05/31,PMC6542035,,10.1186/s12889-019-6968-x
1232,31767899,Yes,Spatiotemporal,Malaria,Spatio-temporal analysis of association between incidence of malaria and environmental predictors of malaria transmission in Nigeria,"Okunlola OA, Oyeyemi OT.",Sci Rep. 2019 Nov 25;9(1):17500. doi: 10.1038/s41598-019-53814-x.,Okunlola OA,Sci Rep,2019,2019/11/27,PMC6877532,,10.1038/s41598-019-53814-x
1233,31205290,Yes,Time Series,General (theoretical model),Nowcasting the Number of New Symptomatic Cases During Infectious Disease Outbreaks Using Constrained P-spline Smoothing,"van de Kassteele J, Eilers PHC, Wallinga J.",Epidemiology. 2019 Sep;30(5):737-745. doi: 10.1097/EDE.0000000000001050.,van de Kassteele J,Epidemiology,2019,2019/06/18,PMC6684223,,10.1097/EDE.0000000000001050
1234,31369548,Yes,Spatiotemporal,Spiroplasma,Spatio-temporal distribution of Spiroplasma infections in the tsetse fly (Glossina fuscipes fuscipes) in northern Uganda,"Schneider DI, Saarman N, Onyango MG, Hyseni C, Opiro R, Echodu R, O'Neill M, Bloch D, Vigneron A, Johnson TJ, Dion K, Weiss BL, Opiyo E, Caccone A, Aksoy S.",PLoS Negl Trop Dis. 2019 Aug 1;13(8):e0007340. doi: 10.1371/journal.pntd.0007340. eCollection 2019 Aug.,Schneider DI,PLoS Negl Trop Dis,2019,2019/08/02,PMC6692048,,10.1371/journal.pntd.0007340
1235,30837248,Yes,Agent-based,Multiple different agents,Gonorrhoea and chlamydia diagnosis as an entry point for HIV pre-exposure prophylaxis: a modelling study,"Kasaie P, Schumacher CM, Jennings JM, Berry SA, Tuddenham SA, Shah MS, Rosenberg ES, Hoover KW, Gift TL, Chesson H, German D, Dowdy DW.",BMJ Open. 2019 Mar 4;9(3):e023453. doi: 10.1136/bmjopen-2018-023453.,Kasaie P,BMJ Open,2019,2019/03/07,PMC6429744,,10.1136/bmjopen-2018-023453
1236,32226129,Yes,Compartmental,General (theoretical model),Bifurcation analysis of an SIRS epidemic model with a generalized nonmonotone and saturated incidence rate,"Lu M, Huang J, Ruan S, Yu P.",J Differ Equ. 2019 Jul 15;267(3):1859-1898. doi: 10.1016/j.jde.2019.03.005. Epub 2019 Mar 14.,Lu M,J Differ Equ,2019,2020/04/01,PMC7094459,,10.1016/j.jde.2019.03.005
